Data Source,Region,Basin,Catchment,Site Code,Site Name,Latitude,Longitude,Datum,Sample Reference,Sampling Year,Date Time,Collection Method,Sampling Depth (m),Laboratory,Analysis Method,Analyte Group,Analyte,Operator,Value,Unit,Quality Code,Comment,Project Name,Project Description
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366117","2021-2022","28/01/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","2,4-D","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366117","2021-2022","28/01/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Ametryn","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366117","2021-2022","28/01/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Atrazine","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366117","2021-2022","28/01/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Chlorpyrifos","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366117","2021-2022","28/01/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Diuron","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366117","2021-2022","28/01/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Fipronil","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366117","2021-2022","28/01/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Fluroxypyr","<","0.05","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366117","2021-2022","28/01/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Haloxyfop (acid)","<","0.05","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366117","2021-2022","28/01/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Hexazinone","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366117","2021-2022","28/01/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Imazapic","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366117","2021-2022","28/01/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Imidacloprid","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366117","2021-2022","28/01/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Isoxaflutole metabolite (DKN)","<","0.1","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366117","2021-2022","28/01/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","MCPA (Monochlorophenoxyacetic acid)","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366117","2021-2022","28/01/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Metolachlor","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366117","2021-2022","28/01/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Metribuzin","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366117","2021-2022","28/01/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Metsulfuron-methyl","","0.03","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366117","2021-2022","28/01/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Pendimethalin","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366117","2021-2022","28/01/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Prometryn","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366117","2021-2022","28/01/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Simazine","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366117","2021-2022","28/01/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Tebuthiuron","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366117","2021-2022","28/01/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Terbuthylazine","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366117","2021-2022","28/01/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Triclopyr","<","0.05","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366122","2021-2022","29/01/2022 17:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","2,4-D","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366122","2021-2022","29/01/2022 17:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Ametryn","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366122","2021-2022","29/01/2022 17:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Atrazine","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366122","2021-2022","29/01/2022 17:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Chlorpyrifos","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366122","2021-2022","29/01/2022 17:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Diuron","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366122","2021-2022","29/01/2022 17:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Fipronil","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366122","2021-2022","29/01/2022 17:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Fluroxypyr","<","0.05","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366122","2021-2022","29/01/2022 17:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Haloxyfop (acid)","<","0.05","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366122","2021-2022","29/01/2022 17:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Hexazinone","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366122","2021-2022","29/01/2022 17:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Imazapic","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366122","2021-2022","29/01/2022 17:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Imidacloprid","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366122","2021-2022","29/01/2022 17:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Isoxaflutole metabolite (DKN)","<","0.1","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366122","2021-2022","29/01/2022 17:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","MCPA (Monochlorophenoxyacetic acid)","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366122","2021-2022","29/01/2022 17:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Metolachlor","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366122","2021-2022","29/01/2022 17:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Metribuzin","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366122","2021-2022","29/01/2022 17:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Metsulfuron-methyl","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366122","2021-2022","29/01/2022 17:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Pendimethalin","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366122","2021-2022","29/01/2022 17:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Prometryn","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366122","2021-2022","29/01/2022 17:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Simazine","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366122","2021-2022","29/01/2022 17:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Tebuthiuron","","0.05","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366122","2021-2022","29/01/2022 17:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Terbuthylazine","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366122","2021-2022","29/01/2022 17:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Triclopyr","<","0.05","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366123","2021-2022","02/02/2022 08:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","2,4-D","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366123","2021-2022","02/02/2022 08:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Ametryn","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366123","2021-2022","02/02/2022 08:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Atrazine","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366123","2021-2022","02/02/2022 08:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Chlorpyrifos","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366123","2021-2022","02/02/2022 08:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Diuron","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366123","2021-2022","02/02/2022 08:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Fipronil","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366123","2021-2022","02/02/2022 08:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Fluroxypyr","<","0.05","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366123","2021-2022","02/02/2022 08:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Haloxyfop (acid)","<","0.05","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366123","2021-2022","02/02/2022 08:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Hexazinone","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366123","2021-2022","02/02/2022 08:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Imazapic","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366123","2021-2022","02/02/2022 08:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Imidacloprid","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366123","2021-2022","02/02/2022 08:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Isoxaflutole metabolite (DKN)","<","0.1","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366123","2021-2022","02/02/2022 08:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","MCPA (Monochlorophenoxyacetic acid)","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366123","2021-2022","02/02/2022 08:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Metolachlor","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366123","2021-2022","02/02/2022 08:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Metribuzin","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366123","2021-2022","02/02/2022 08:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Metsulfuron-methyl","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366123","2021-2022","02/02/2022 08:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Pendimethalin","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366123","2021-2022","02/02/2022 08:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Prometryn","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366123","2021-2022","02/02/2022 08:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Simazine","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366123","2021-2022","02/02/2022 08:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Tebuthiuron","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366123","2021-2022","02/02/2022 08:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Terbuthylazine","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366123","2021-2022","02/02/2022 08:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Triclopyr","<","0.05","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366126","2021-2022","04/02/2022 14:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","2,4-D","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366126","2021-2022","04/02/2022 14:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Ametryn","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366126","2021-2022","04/02/2022 14:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Atrazine","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366126","2021-2022","04/02/2022 14:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Chlorpyrifos","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366126","2021-2022","04/02/2022 14:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Diuron","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366126","2021-2022","04/02/2022 14:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Fipronil","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366126","2021-2022","04/02/2022 14:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Fluroxypyr","<","0.05","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366126","2021-2022","04/02/2022 14:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Haloxyfop (acid)","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366126","2021-2022","04/02/2022 14:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Hexazinone","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366126","2021-2022","04/02/2022 14:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Imazapic","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366126","2021-2022","04/02/2022 14:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Imidacloprid","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366126","2021-2022","04/02/2022 14:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Isoxaflutole metabolite (DKN)","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366126","2021-2022","04/02/2022 14:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","MCPA (Monochlorophenoxyacetic acid)","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366126","2021-2022","04/02/2022 14:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Metolachlor","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366126","2021-2022","04/02/2022 14:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Metribuzin","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366126","2021-2022","04/02/2022 14:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Metsulfuron-methyl","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366126","2021-2022","04/02/2022 14:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Pendimethalin","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366126","2021-2022","04/02/2022 14:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Prometryn","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366126","2021-2022","04/02/2022 14:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Simazine","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366126","2021-2022","04/02/2022 14:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Tebuthiuron","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366126","2021-2022","04/02/2022 14:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Terbuthylazine","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366126","2021-2022","04/02/2022 14:00","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Triclopyr","<","0.05","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366127","2021-2022","23/02/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","2,4-D","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366127","2021-2022","23/02/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Ametryn","<","0.01","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366127","2021-2022","23/02/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Atrazine","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366127","2021-2022","23/02/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Chlorpyrifos","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366127","2021-2022","23/02/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Diuron","<","0.02","Micrograms/Litre","10","","",""
"WQI","Burdekin","Black","Black River","117002A","Black River at Bruce Highway","-19.237697","146.632873","GDA2020","366127","2021-2022","23/02/2022 07:30","Manual","0.3","Queensland Health","Liquid chromatography mass spectrometry (Direct Injection)","Pesticides","Fipronil","<","0.02","Micrograms/Litre","10","","",""
